id,en,zh,phonetic,category,emoji,draw
ap-lap,lap,膝上；一圈,/læp/,wordfamilies,,lap
ap-gap,gap,缺口,/ɡæp/,wordfamilies,,gap
ad-had,had,有（have 的过去式）,/hæd/,wordfamilies,,had
ad-mad,mad,生气的,/mæd/,wordfamilies,,mad
ad-pad,pad,垫子；便笺本,/pæd/,wordfamilies,,pad
ad-sad,sad,悲伤的,/sæd/,wordfamilies,,sad
ag-bag,bag,包,/bæɡ/,wordfamilies,,bag
ag-tag,tag,标签,/tæɡ/,wordfamilies,,tag
ag-rag,rag,抹布,/ræɡ/,wordfamilies,,rag
ag-wag,wag,摇（尾巴）,/wæɡ/,wordfamilies,,wag
ag-lag,lag,落在后面,/læɡ/,wordfamilies,,lag
am-ham,ham,火腿,/hæm/,wordfamilies,,ham
am-ram,ram,公羊,/ræm/,wordfamilies,,ram
am-yam,yam,山药,/jæm/,wordfamilies,,yam
am-dam,dam,水坝,/dæm/,wordfamilies,,dam
ab-cab,cab,出租车,/kæb/,wordfamilies,,cab
ab-lab,lab,实验室,/læb/,wordfamilies,,lab
ab-jab,jab,戳；刺,/dʒæb/,wordfamilies,,jab
ab-dab,dab,轻点；轻涂,/dæb/,wordfamilies,,dab
ab-tab,tab,标签；搭扣,/tæb/,wordfamilies,,tab
ix-fix,fix,修理,/fɪks/,wordfamilies,,fix
ix-mix,mix,混合,/mɪks/,wordfamilies,,mix
it-bit,bit,一点儿,/bɪt/,wordfamilies,,bit
it-fit,fit,合身；适合,/fɪt/,wordfamilies,,fit
it-hit,hit,打；击中,/hɪt/,wordfamilies,,hit
it-kit,kit,工具箱,/kɪt/,wordfamilies,,kit
it-pit,pit,坑；果核,/pɪt/,wordfamilies,,pit
it-sit,sit,坐,/sɪt/,wordfamilies,,sit
in-bin,bin,垃圾箱,/bɪn/,wordfamilies,,bin
in-fin,fin,鱼鳍,/fɪn/,wordfamilies,,fin
in-pin,pin,别针,/pɪn/,wordfamilies,,pin
in-tin,tin,罐头盒,/tɪn/,wordfamilies,,tin
ig-dig,dig,挖,/dɪɡ/,wordfamilies,,dig
ig-fig,fig,无花果,/fɪɡ/,wordfamilies,,fig
ig-wig,wig,假发,/wɪɡ/,wordfamilies,,wig
ip-dip,dip,蘸一蘸,/dɪp/,wordfamilies,,dip
ip-hip,hip,胯部,/hɪp/,wordfamilies,,hip
ip-lip,lip,嘴唇,/lɪp/,wordfamilies,,lip
ip-rip,rip,撕开,/rɪp/,wordfamilies,,rip
ip-tip,tip,尖端,/tɪp/,wordfamilies,,tip
ip-zip,zip,拉链,/zɪp/,wordfamilies,,zip
og-log,log,原木,/lɒɡ/,wordfamilies,,log
og-jog,jog,慢跑,/dʒɒɡ/,wordfamilies,,jog
og-hog,hog,大猪,/hɒɡ/,wordfamilies,,hog
op-hop,hop,单脚跳,/hɒp/,wordfamilies,,hop
op-mop,mop,拖把,/mɒp/,wordfamilies,,mop
op-top,top,顶部,/tɒp/,wordfamilies,,top
op-pop,pop,砰；爆开,/pɒp/,wordfamilies,,pop
op-cop,cop,警察,/kɒp/,wordfamilies,,cop
ot-cot,cot,婴儿床,/kɒt/,wordfamilies,,cot
ot-dot,dot,圆点,/dɒt/,wordfamilies,,dot
ot-got,got,得到（get 的过去式）,/ɡɒt/,wordfamilies,,got
ot-lot,lot,许多,/lɒt/,wordfamilies,,lot
ot-not,not,不,/nɒt/,wordfamilies,,not
ob-cob,cob,玉米芯,/kɒb/,wordfamilies,,cob
ob-job,job,工作,/dʒɒb/,wordfamilies,,job
ob-mob,mob,暴徒；人群,/mɒb/,wordfamilies,,mob
ob-rob,rob,抢劫,/rɒb/,wordfamilies,,rob
ob-sob,sob,抽泣,/sɒb/,wordfamilies,,sob
ub-cub,cub,幼兽,/kʌb/,wordfamilies,,cub
ub-rub,rub,摩擦,/rʌb/,wordfamilies,,rub
ub-tub,tub,浴盆,/tʌb/,wordfamilies,,tub
ub-hub,hub,中心；轮毂,/hʌb/,wordfamilies,,hub
ug-mug,mug,马克杯,/mʌɡ/,wordfamilies,,mug
ug-rug,rug,小地毯,/rʌɡ/,wordfamilies,,rug
ug-jug,jug,壶,/dʒʌɡ/,wordfamilies,,jug
ug-tug,tug,用力拉,/tʌɡ/,wordfamilies,,tug
um-gum,gum,口香糖,/ɡʌm/,wordfamilies,,gum
um-hum,hum,哼唱,/hʌm/,wordfamilies,,hum
um-mum,mum,妈妈,/mʌm/,wordfamilies,,mum
un-bun,bun,小圆面包,/bʌn/,wordfamilies,,bun
un-fun,fun,有趣；乐趣,/fʌn/,wordfamilies,,fun
un-nun,nun,修女,/nʌn/,wordfamilies,,nun
un-pun,pun,双关语,/pʌn/,wordfamilies,,pun
ut-cut,cut,切；剪,/kʌt/,wordfamilies,,cut
ut-hut,hut,小屋,/hʌt/,wordfamilies,,hut
ut-gut,gut,肠子,/ɡʌt/,wordfamilies,,gut
ut-nut,nut,坚果,/nʌt/,wordfamilies,,nut
ut-shut,shut,关上,/ʃʌt/,wordfamilies,,shut
ell-fell,fell,倒下（fall 的过去式）,/fel/,wordfamilies,,fell
ell-well,well,好；水井,/wel/,wordfamilies,,well
ell-yell,yell,大喊,/jel/,wordfamilies,,yell
ell-smell,smell,闻到；气味,/smel/,wordfamilies,,smell
ell-spell,spell,拼写,/spel/,wordfamilies,,spell
ill-bill,bill,账单,/bɪl/,wordfamilies,,bill
ill-fill,fill,装满,/fɪl/,wordfamilies,,fill
ill-hill,hill,小山,/hɪl/,wordfamilies,,hill
ill-mill,mill,磨坊,/mɪl/,wordfamilies,,mill
ill-will,will,将要,/wɪl/,wordfamilies,,will
all-ball,ball,球,/bɔːl/,wordfamilies,,ball
all-call,call,打电话；喊,/kɔːl/,wordfamilies,,call
all-fall,fall,落下；摔倒,/fɔːl/,wordfamilies,,fall
all-hall,hall,大厅,/hɔːl/,wordfamilies,,hall
ing-wing,wing,翅膀,/wɪŋ/,wordfamilies,,wing
ing-spring,spring,春天；弹簧,/sprɪŋ/,wordfamilies,,spring
ing-string,string,线；细绳,/strɪŋ/,wordfamilies,,string
ick-pick,pick,挑选；摘,/pɪk/,wordfamilies,,pick
ick-kick,kick,踢,/kɪk/,wordfamilies,,kick
ick-lick,lick,舔,/lɪk/,wordfamilies,,lick
ick-nick,nick,刻痕；小缺口,/nɪk/,wordfamilies,,nick
ick-tick,tick,滴答声；勾,/tɪk/,wordfamilies,,tick
ock-sock,sock,短袜,/sɒk/,wordfamilies,,sock
ock-block,block,积木；街区,/blɒk/,wordfamilies,,block
ock-dock,dock,码头,/dɒk/,wordfamilies,,dock
uck-buck,buck,雄鹿,/bʌk/,wordfamilies,,buck
uck-luck,luck,运气,/lʌk/,wordfamilies,,luck
uck-muck,muck,淤泥；污物,/mʌk/,wordfamilies,,muck
ump-bump,bump,碰撞；肿块,/bʌmp/,wordfamilies,,bump
ump-lump,lump,团；块,/lʌmp/,wordfamilies,,lump
ump-pump,pump,泵；打气筒,/pʌmp/,wordfamilies,,pump
ump-stump,stump,树桩,/stʌmp/,wordfamilies,,stump
unk-bunk,bunk,双层床,/bʌŋk/,wordfamilies,,bunk
unk-dunk,dunk,浸一浸,/dʌŋk/,wordfamilies,,dunk
unk-junk,junk,废旧物品,/dʒʌŋk/,wordfamilies,,junk
unk-trunk,trunk,树干；象鼻,/trʌŋk/,wordfamilies,,trunk
unk-sunk,sunk,沉没（sink 的过去分词）,/sʌŋk/,wordfamilies,,sunk
ash-cash,cash,现金,/kæʃ/,wordfamilies,,cash
ash-dash,dash,猛冲,/dæʃ/,wordfamilies,,dash
ash-hash,hash,切碎的食物,/hæʃ/,wordfamilies,,hash
ash-mash,mash,捣成泥,/mæʃ/,wordfamilies,,mash
ash-rash,rash,皮疹,/ræʃ/,wordfamilies,,rash
ack-pack,pack,打包；背包,/pæk/,wordfamilies,,pack
ack-sack,sack,麻袋,/sæk/,wordfamilies,,sack
ack-rack,rack,架子,/ræk/,wordfamilies,,rack
ack-quack,quack,嘎嘎（鸭叫声）,/kwæk/,wordfamilies,,quack
est-best,best,最好的,/best/,wordfamilies,,best
est-nest,nest,鸟窝,/nest/,wordfamilies,,nest
est-vest,vest,背心,/vest/,wordfamilies,,vest
est-west,west,西,/west/,wordfamilies,,west
est-pest,pest,害虫,/pest/,wordfamilies,,pest
dg-shop,shop,商店,/ʃɒp/,digraphs,,shop
dg-dish,dish,盘子,/dɪʃ/,digraphs,,dish
dg-shelf,shelf,架子,/ʃelf/,digraphs,,shelf
dg-shine,shine,发光,/ʃaɪn/,digraphs,,shine
dg-shy,shy,害羞的,/ʃaɪ/,digraphs,,shy
dg-chip,chip,薯条；碎屑,/tʃɪp/,digraphs,,chip
dg-chin,chin,下巴,/tʃɪn/,digraphs,,chin
dg-chest,chest,胸部,/tʃest/,digraphs,,chest
dg-child,child,小孩,/tʃaɪld/,digraphs,,child
dg-chase,chase,追赶,/tʃeɪs/,digraphs,,chase
dg-thunder,thunder,雷,/ˈθʌndə(r)/,digraphs,,thunder
dg-feather,feather,羽毛,/ˈfeðə(r)/,digraphs,,feather
dg-weather,weather,天气,/ˈweðə(r)/,digraphs,,weather
dg-thumb,thumb,大拇指,/θʌm/,digraphs,,thumb
dg-teeth,teeth,牙齿,/tiːθ/,digraphs,,teeth
dg-bath,bath,洗澡；浴缸,/bɑːθ/,digraphs,,bath
dg-wheel,wheel,车轮,/wiːl/,digraphs,,wheel
dg-whistle,whistle,哨子,/ˈwɪsl/,digraphs,,whistle
dg-whisker,whisker,（动物的）胡须,/ˈwɪskə(r)/,digraphs,,whisker
dg-photo,photo,照片,/ˈfəʊtəʊ/,digraphs,,photo
dg-graph,graph,图表,/ɡrɑːf/,digraphs,,graph
dg-alphabet,alphabet,字母表,/ˈælfəbet/,digraphs,,alphabet
dg-thing,thing,东西,/θɪŋ/,digraphs,,thing
dg-tank,tank,坦克；水箱,/tæŋk/,digraphs,,tank
dg-rank,rank,等级,/ræŋk/,digraphs,,rank
dg-sink,sink,水槽,/sɪŋk/,digraphs,,sink
dg-honk,honk,按喇叭,/hɒŋk/,digraphs,,honk
dg-silk,silk,丝绸,/sɪlk/,digraphs,,silk
dg-belt,belt,腰带,/belt/,digraphs,,belt
dg-mask,mask,面具,/mɑːsk/,digraphs,,mask
dg-task,task,任务,/tɑːsk/,digraphs,,task
dg-plant,plant,植物,/plɑːnt/,digraphs,,plant
dg-lamp,lamp,台灯,/læmp/,digraphs,,lamp
dg-camp,camp,野营,/kæmp/,digraphs,,camp
dg-land,land,陆地,/lænd/,digraphs,,land
dg-past,past,过去,/pɑːst/,digraphs,,past
dg-bend,bend,弯曲,/bend/,digraphs,,bend
dg-send,send,寄送,/send/,digraphs,,send
dg-dust,dust,灰尘,/dʌst/,digraphs,,dust
dg-lift,lift,电梯；举起,/lɪft/,digraphs,,lift
dg-skirt,skirt,裙子,/skɜːt/,digraphs,,skirt
dg-sport,sport,运动,/spɔːt/,digraphs,,sport
dg-spot,spot,斑点,/spɒt/,digraphs,,spot
dg-club,club,俱乐部,/klʌb/,digraphs,,club
dg-flag,flag,旗帜,/flæɡ/,digraphs,,flag
dg-glad,glad,高兴的,/ɡlæd/,digraphs,,glad
dg-plan,plan,计划,/plæn/,digraphs,,plan
dg-plane,plane,飞机,/pleɪn/,digraphs,,plane
adj-big,big,大的,/bɪɡ/,adjectives,,big
adj-small,small,小的,/smɔːl/,adjectives,,small
adj-tall,tall,高的,/tɔːl/,adjectives,,tall
adj-short,short,矮的或短的,/ʃɔːt/,adjectives,,short
adj-long,long,长的,/lɒŋ/,adjectives,,long
adj-new,new,新的,/njuː/,adjectives,,new
adj-old,old,旧的或老的,/əʊld/,adjectives,,old
adj-good,good,好的,/ɡʊd/,adjectives,,good
adj-bad,bad,坏的,/bæd/,adjectives,,bad
adj-fast,fast,快的,/fɑːst/,adjectives,,fast
adj-slow,slow,慢的,/sləʊ/,adjectives,,slow
adj-hot,hot,热的,/hɒt/,adjectives,,hot
adj-cold,cold,冷的,/kəʊld/,adjectives,,cold
adj-warm,warm,温暖的,/wɔːm/,adjectives,,warm
adj-cool,cool,凉爽的,/kuːl/,adjectives,,cool
adj-wet,wet,湿的,/wet/,adjectives,,wet
adj-dry,dry,干的,/draɪ/,adjectives,,dry
adj-clean,clean,干净的,/kliːn/,adjectives,,clean
adj-dirty,dirty,脏的,/ˈdɜːti/,adjectives,,dirty
adj-soft,soft,软的,/sɒft/,adjectives,,soft
adj-hard,hard,硬的,/hɑːd/,adjectives,,hard
adj-heavy,heavy,重的,/ˈhevi/,adjectives,,heavy
adj-light,light,轻的,/laɪt/,adjectives,,light
adj-full,full,满的,/fʊl/,adjectives,,full
adj-empty,empty,空的,/ˈempti/,adjectives,,empty
adj-sweet,sweet,甜的,/swiːt/,adjectives,,sweet
adj-sour,sour,酸的,/ˈsaʊə/,adjectives,,sour
adj-spicy,spicy,辣的,/ˈspaɪsi/,adjectives,,spicy
adj-fresh,fresh,新鲜的,/freʃ/,adjectives,,fresh
adj-round,round,圆的,/raʊnd/,adjectives,,round
adj-straight,straight,直的,/streɪt/,adjectives,,straight
adj-curly,curly,卷的,/ˈkɜːli/,adjectives,,curly
adj-smooth,smooth,光滑的,/smuːð/,adjectives,,smooth
adj-rough,rough,粗糙的,/rʌf/,adjectives,,rough
adj-shiny,shiny,闪亮的,/ˈʃaɪni/,adjectives,,shiny
adj-dull,dull,暗淡的,/dʌl/,adjectives,,dull
adj-bright,bright,明亮的,/braɪt/,adjectives,,bright
adj-dark,dark,黑暗的,/dɑːk/,adjectives,,dark
adj-funny,funny,滑稽的,/ˈfʌni/,adjectives,,funny
adj-kind,kind,友善的,/kaɪnd/,adjectives,,kind
adj-gentle,gentle,温柔的,/ˈdʒentl/,adjectives,,gentle
adj-polite,polite,有礼貌的,/pəˈlaɪt/,adjectives,,polite
adj-lazy,lazy,懒的,/ˈleɪzi/,adjectives,,lazy
adj-busy,busy,忙的,/ˈbɪzi/,adjectives,,busy
adj-lucky,lucky,幸运的,/ˈlʌki/,adjectives,,lucky
adj-careful,careful,小心的,/ˈkeəfl/,adjectives,,careful
adj-friendly,friendly,友好的,/ˈfrendli/,adjectives,,friendly
adj-hungry,hungry,饿的,/ˈhʌŋɡri/,adjectives,,hungry
adj-thirsty,thirsty,渴的,/ˈθɜːsti/,adjectives,,thirsty
adj-tired2,tired,疲倦的,/ˈtaɪəd/,adjectives,,tired
adj-awake,awake,醒着的,/əˈweɪk/,adjectives,,awake
adj-colorful,colorful,五彩缤纷的,/ˈkʌləfl/,adjectives,,colorful
adj-beautiful,beautiful,美丽的,/ˈbjuːtɪfl/,adjectives,,beautiful
adj-pretty,pretty,漂亮的,/ˈprɪti/,adjectives,,pretty
adj-handsome,handsome,英俊的,/ˈhænsəm/,adjectives,,handsome
adj-huge,huge,巨大的,/hjuːdʒ/,adjectives,,huge
adj-tiny,tiny,极小的,/ˈtaɪni/,adjectives,,tiny
adj-giant,giant,庞大的,/ˈdʒaɪənt/,adjectives,,giant
adj-quick,quick,迅速的,/kwɪk/,adjectives,,quick
adj-wrong,wrong,错误的,/rɒŋ/,adjectives,,wrong
adj-correct,correct,正确的,/kəˈrekt/,adjectives,,correct
adj-true,true,真实的,/truː/,adjectives,,true
adj-false,false,虚假的,/fɔːls/,adjectives,,false
adj-real,real,真的,/rɪəl/,adjectives,,real
adj-fake,fake,假的,/feɪk/,adjectives,,fake
adj-safe,safe,安全的,/seɪf/,adjectives,,safe
adj-dangerous,dangerous,危险的,/ˈdeɪndʒərəs/,adjectives,,dangerous
adj-famous,famous,有名的,/ˈfeɪməs/,adjectives,,famous
adj-favorite,favorite,最爱的,/ˈfeɪvərɪt/,adjectives,,favorite
adj-important,important,重要的,/ɪmˈpɔːtnt/,adjectives,,important
adj-ready,ready,准备好的,/ˈredi/,adjectives,,ready
adj-sure,sure,确定的,/ʃʊə/,adjectives,,sure
adj-worried,worried,担心的,/ˈwʌrid/,adjectives,,worried
adj-afraid,afraid,害怕的,/əˈfreɪd/,adjectives,,afraid
adj-brave,brave,勇敢的,/breɪv/,adjectives,,brave
adj-naughty,naughty,调皮的,/ˈnɔːti/,adjectives,,naughty
adj-curious,curious,好奇的,/ˈkjʊəriəs/,adjectives,,curious
adj-honest,honest,诚实的,/ˈɒnɪst/,adjectives,,honest
adj-patient,patient,有耐心的,/ˈpeɪʃnt/,adjectives,,patient
adj-wild,wild,野生的,/waɪld/,adjectives,,wild
adj-calm,calm,平静的,/kɑːm/,adjectives,,calm
adj-tidy,tidy,整洁的,/ˈtaɪdi/,adjectives,,tidy
adj-messy,messy,凌乱的,/ˈmesi/,adjectives,,messy
adj-deep,deep,深的,/diːp/,adjectives,,deep
adj-salty,salty,咸的,/ˈsɔːlti/,adjectives,,salty
adj-bitter,bitter,苦的,/ˈbɪtə/,adjectives,,bitter
adj-juicy,juicy,多汁的,/ˈdʒuːsi/,adjectives,,juicy
adj-crispy,crispy,酥脆的,/ˈkrɪspi/,adjectives,,crispy
adj-yummy,yummy,好吃的,/ˈjʌmi/,adjectives,,yummy
adj-delicious,delicious,美味的,/dɪˈlɪʃəs/,adjectives,,delicious
adj-wonderful,wonderful,极好的,/ˈwʌndəfl/,adjectives,,wonderful
adj-amazing,amazing,令人惊叹的,/əˈmeɪzɪŋ/,adjectives,,amazing
adj-cute,cute,可爱的,/kjuːt/,adjectives,,cute
adj-lovely,lovely,可爱的,/ˈlʌvli/,adjectives,,lovely
adj-awful,awful,糟糕的,/ˈɔːfl/,adjectives,,awful
adj-perfect,perfect,完美的,/ˈpɜːfɪkt/,adjectives,,perfect
adj-plain,plain,朴素的,/pleɪn/,adjectives,,plain
adj-fancy,fancy,华丽的,/ˈfænsi/,adjectives,,fancy
adj-tight,tight,紧的,/taɪt/,adjectives,,tight
adj-loose,loose,松的,/luːs/,adjectives,,loose
adj-neat,neat,整齐的,/niːt/,adjectives,,neat
adj-cozy,cozy,温暖舒适的,/ˈkəʊzi/,adjectives,,cozy
adj-nice,nice,很好的,/niːs/,adjectives,,nice
adj-great,great,很棒的,/ɡreɪt/,adjectives,,great
adj-terrible,terrible,可怕的,/ˈterəbl/,adjectives,,terrible
adj-horrible,horrible,可怕的,/ˈhɒrəbl/,adjectives,,horrible
adj-awesome,awesome,了不起的,/ˈɔːsəm/,adjectives,,awesome
adj-clever,clever,聪明的,/ˈklevə/,adjectives,,clever
adj-smart,smart,机灵的,/smɑːt/,adjectives,,smart
adj-wise,wise,有智慧的,/waɪz/,adjectives,,wise
adj-foolish,foolish,愚蠢的,/ˈfuːlɪʃ/,adjectives,,foolish
adj-rude,rude,粗鲁的,/ruːd/,adjectives,,rude
adj-mean,mean,刻薄的,/miːn/,adjectives,,mean
adj-gloomy,gloomy,阴郁的,/ˈɡluːmi/,adjectives,,gloomy
adj-upset,upset,难过的,/ʌpˈset/,adjectives,,upset
adj-furious,furious,狂怒的,/ˈfjʊəriəs/,adjectives,,furious
adj-delighted,delighted,高兴的,/dɪˈlaɪtɪd/,adjectives,,delighted
adj-cheerful,cheerful,欢快的,/ˈtʃɪəfl/,adjectives,,cheerful
adj-miserable,miserable,痛苦的,/ˈmɪzərəbl/,adjectives,,miserable
adj-jealous,jealous,嫉妒的,/ˈdʒeləs/,adjectives,,jealous
adj-lonely,lonely,孤单的,/ˈləʊnli/,adjectives,,lonely
adj-embarrassed,embarrassed,尴尬的,/ɪmˈbærəst/,adjectives,,embarrassed
opp-in,in,在里面,/ɪn/,opposites,,in
opp-out,out,在外面,/aʊt/,opposites,,out
opp-up,up,向上,/ʌp/,opposites,,up
opp-down,down,向下,/daʊn/,opposites,,down
opp-left,left,左边,/left/,opposites,,left
opp-right,right,右边,/raɪt/,opposites,,right
opp-more,more,更多,/mɔː/,opposites,,more
opp-less,less,更少,/les/,opposites,,less
opp-same,same,相同的,/seɪm/,opposites,,same
opp-different,different,不同的,/ˈdɪfrənt/,opposites,,different
opp-near,near,近的,/nɪə/,opposites,,near
opp-far,far,远的,/fɑː/,opposites,,far
opp-high,high,高的,/haɪ/,opposites,,high
opp-low,low,低的,/ləʊ/,opposites,,low
opp-thick,thick,厚的,/θɪk/,opposites,,thick
opp-thin,thin,薄的,/θɪn/,opposites,,thin
opp-wide,wide,宽的,/waɪd/,opposites,,wide
opp-narrow,narrow,窄的,/ˈnærəʊ/,opposites,,narrow
opp-early,early,早的,/ˈɜːli/,opposites,,early
opp-late,late,晚的,/leɪt/,opposites,,late
opp-rich,rich,富有的,/rɪtʃ/,opposites,,rich
opp-poor,poor,贫穷的,/pɔː/,opposites,,poor
opp-loud,loud,大声的,/laʊd/,opposites,,loud
opp-quiet,quiet,安静的,/ˈkwaɪət/,opposites,,quiet
opp-inside,inside,内部,/ˌɪnˈsaɪd/,opposites,,inside
opp-outside,outside,外部,/ˌaʊtˈsaɪd/,opposites,,outside
opp-above,above,在上面,/əˈbʌv/,opposites,,above
opp-below,below,在下面,/bɪˈləʊ/,opposites,,below
opp-forward,forward,向前,/ˈfɔːwəd/,opposites,,forward
opp-backward,backward,向后,/ˈbækwəd/,opposites,,backward
opp-cheap,cheap,便宜的,/tʃiːp/,opposites,,cheap
opp-expensive,expensive,昂贵的,/ɪkˈspensɪv/,opposites,,expensive
opp-easy,easy,容易的,/ˈiːzi/,opposites,,easy
opp-difficult,difficult,困难的,/ˈdɪfɪkəlt/,opposites,,difficult
opp-first,first,第一,/fɜːst/,opposites,,first
opp-last,last,最后,/lɑːst/,opposites,,last
opp-win,win,赢,/wɪn/,opposites,,win
opp-lose,lose,输,/luːz/,opposites,,lose
opp-lend,lend,借出,/lend/,opposites,,lend
opp-borrow,borrow,借入,/ˈbɒrəʊ/,opposites,,borrow
opp-question,question,问题,/ˈkwestʃən/,opposites,,question
opp-answer,answer,回答,/ˈɑːnsə/,opposites,,answer
opp-arrive,arrive,到达,/əˈraɪv/,opposites,,arrive
opp-leave,leave,离开,/liːv/,opposites,,leave
opp-begin,begin,开始,/bɪˈɡɪn/,opposites,,begin
opp-end,end,结束,/end/,opposites,,end
opp-catch,catch,接住,/kætʃ/,opposites,,catch
opp-throw,throw,扔,/θrəʊ/,opposites,,throw
opp-lock,lock,锁上,/lɒk/,opposites,,lock
opp-unlock,unlock,开锁,/ˌʌnˈlɒk/,opposites,,unlock
act-eat,eat,吃,/iːt/,actions,,eat
act-drink,drink,喝,/drɪŋk/,actions,,drink
act-jump,jump,跳,/dʒʌmp/,actions,,jump
act-swim,swim,游泳,/swɪm/,actions,,swim
act-fly,fly,飞,/flaɪ/,actions,,fly
act-sing,sing,唱歌,/sɪŋ/,actions,,sing
act-read,read,读书,/riːd/,actions,,read
act-sleep,sleep,睡觉,/sliːp/,actions,,sleep
act-listen,listen,听,/ˈlɪsn/,actions,,listen
act-open,open,打开,/ˈəʊpn/,actions,,open
act-close,close,关上,/kləʊz/,actions,,close
act-help,help,帮助,/help/,actions,,help
act-cook,cooking,做饭,/ˈkʊkɪŋ/,actions,,cooking
act-wash,wash,洗,/wɒʃ/,actions,,wash
act-ask,ask,问,/ɑːsk/,actions,,ask
act-tell,tell,告诉,/tel/,actions,,tell
act-give,give,给,/ɡɪv/,actions,,give
act-take,take,拿走,/teɪk/,actions,,take
act-make,make,制作,/meɪk/,actions,,make
act-buy,buy,买,/baɪ/,actions,,buy
act-find,find,找到,/faɪnd/,actions,,find
act-understand,understand,明白,/ˌʌndəˈstænd/,actions,,understand
act-remember,remember,记得,/rɪˈmembə/,actions,,remember
act-forget,forget,忘记,/fəˈɡet/,actions,,forget
act-teach,teach,教,/tiːtʃ/,actions,,teach
act-learn,learn,学习,/lɜːn/,actions,,learn
act-count,count,数数,/kaʊnt/,actions,,count
act-push,push,推,/pʊʃ/,actions,,push
act-pull,pull,拉,/pʊl/,actions,,pull
act-brush,brush,刷,/brʌʃ/,actions,,brush
act-smile,smile,微笑,/smaɪl/,actions,,smile
act-shout,shout,喊叫,/ʃaʊt/,actions,,shout
act-whisper,whisper,低语,/ˈwɪspə/,actions,,whisper
act-climb,climb,爬,/klaɪm/,actions,,climb
act-hide,hide,躲藏,/haɪd/,actions,,hide
act-share,share,分享,/ʃeə/,actions,,share
act-wait,wait,等待,/weɪt/,actions,,wait
act-hurry,hurry,赶紧,/ˈhʌri/,actions,,hurry
act-rest,rest,休息,/rest/,actions,,rest
act-exercise,exercise,锻炼,/ˈeksəsaɪz/,actions,,exercise
act-ride,ride,骑,/raɪd/,actions,,ride
act-drive,drive,驾驶,/draɪv/,actions,,drive
act-draw,draw,画画,/drɔː/,actions,,draw
act-scrub,scrub,擦洗,/skrʌb/,actions,,scrub
act-paste,paste,粘贴,/peɪst/,actions,,paste
act-fold,fold,折叠,/fəʊld/,actions,,fold
act-tear,tear,撕,/teə/,actions,,tear
act-toss,toss,抛,/tɒs/,actions,,toss
act-bounce,bounce,拍球弹跳,/baʊns/,actions,,bounce
act-roll,roll,滚动,/rəʊl/,actions,,roll
act-spin,spin,旋转,/spɪn/,actions,,spin
act-skip,skip,跳绳蹦跳,/skɪp/,actions,,skip
act-march,march,齐步走,/mɑːtʃ/,actions,,march
act-wiggle,wiggle,扭动,/ˈwɪɡl/,actions,,wiggle
act-snap,snap,打响指,/snæp/,actions,,snap
act-stomp,stomp,跺脚,/stɒmp/,actions,,stomp
act-wave,wave,挥手,/weɪv/,actions,,wave
act-nod,nod,点头,/nɒd/,actions,,nod
act-lean,lean,倚靠,/liːn/,actions,,lean
act-stretch,stretch,伸展,/stretʃ/,actions,,stretch
act-breathe,breathe,呼吸,/briːð/,actions,,breathe
act-yawn,yawn,打哈欠,/jɔːn/,actions,,yawn
prep-behind,behind,在……后面,/bɪˈhaɪnd/,prepositions,,behind
prep-beside,beside,在……旁边,/bɪˈsaɪd/,prepositions,,beside
prep-between,between,在……之间,/bɪˈtwiːn/,prepositions,,between
prep-nextto,next to,在……旁边,/nekst tuː/,prepositions,,next to
prep-infrontof,in front of,在……前面,/ɪn frʌnt əv/,prepositions,,in front of
prep-through,through,穿过,/θruː/,prepositions,,through
prep-across,across,横过,/əˈkrɒs/,prepositions,,across
prep-along,along,沿着,/əˈlɒŋ/,prepositions,,along
prep-toward,toward,朝向,/təˈwɔːd/,prepositions,,toward
prep-against,against,靠着,/əˈɡenst/,prepositions,,against
prep-among,among,在……之中,/əˈmʌŋ/,prepositions,,among
prep-beyond,beyond,超出,/bɪˈjɒnd/,prepositions,,beyond
prep-during,during,在……期间,/ˈdjʊərɪŋ/,prepositions,,during
prep-without,without,没有,/wɪˈðaʊt/,prepositions,,without
prep-outof,out of,从……出去,/aʊt əv/,prepositions,,out of
prep-underneath,underneath,在……底下,/ˌʌndəˈniːθ/,prepositions,,underneath
prep-insteadof,instead of,代替,/ɪnˈsted əv/,prepositions,,instead of
prep-ontopof,on top of,在……上面,/ɒn tɒp əv/,prepositions,,on top of
prep-inthemiddleof,in the middle of,在……中间,/ɪn ðə ˈmɪdl əv/,prepositions,,in the middle of
prep-atthebackof,at the back of,在……后部,/æt ðə bæk əv/,prepositions,,at the back of
ord-second,second,第二,/ˈsekənd/,ordinals,,second
ord-third,third,第三,/θɜːd/,ordinals,,third
ord-fourth,fourth,第四,/fɔːθ/,ordinals,,fourth
ord-fifth,fifth,第五,/fɪfθ/,ordinals,,fifth
ord-sixth,sixth,第六,/sɪksθ/,ordinals,,sixth
ord-seventh,seventh,第七,/ˈsevnθ/,ordinals,,seventh
ord-eighth,eighth,第八,/eɪtθ/,ordinals,,eighth
ord-ninth,ninth,第九,/naɪnθ/,ordinals,,ninth
ord-tenth,tenth,第十,/tenθ/,ordinals,,tenth
ord-eleventh,eleventh,第十一,/ɪˈlevnθ/,ordinals,,eleventh
ord-twelfth,twelfth,第十二,/twelfθ/,ordinals,,twelfth
